ID,Release_Date,Title,TITLE,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,,,,
7581,12 February 2010,The Ghost Writer,The Ghost Writer,15.825,1741,6.8,English,Thriller,,,,
7582,21 June 2019,The Influence,The Influence,15.824,214,4.8,Spanish,Horror,,,,
7583,17 September 2019,Ad Astra,Ad Astra,15.817,5292,6.1,English,Science Fiction,,,,
7584,02 February 2009,Space Buddies,Space Buddies,15.817,149,5.8,English,Comedy,,,,
7585,31 October 2003,Fan-Fan the Tulip,Fan-Fan The Tulip,15.816,174,5.4,French,Adventure,,,,
7586,19 April 1997,Detective Conan: The Time Bombed Skyscraper,Detective Conan: The Time Bombed Skyscraper,15.815,153,7.1,Japanese,Adventure,,,,
7587,07 August 1985,Real Genius,Real Genius,15.815,296,6.6,English,Comedy,,,,
7588,17 March 2000,High Fidelity,High Fidelity,15.814,1528,7.2,English,Comedy,,,,
7589,15 March 2018,7 Days in Entebbe,7 Days In Entebbe,15.813,333,5.8,English,Thriller,,,,
7590,22 August 2015,Date A Live: Mayuri Judgment,Date A Live: Mayuri Judgment,15.813,37,7.9,Japanese,Animation,,,,
7591,01 May 1998,Black Dog,Black Dog,15.813,176,6.2,English,Action,,,,
7592,15 April 2011,Water for Elephants,Water For Elephants,15.81,2208,6.9,English,Drama,,,,
7593,27 May 1994,Three Colors: Red,Three Colors: Red,15.81,984,8,French,Drama,,,,
7594,15 May 1981,Chariots of Fire,Chariots Of Fire,15.808,658,6.9,English,Drama,,,,
7595,09 October 2014,Monsters: Dark Continent,Monsters: Dark Continent,15.807,266,4.7,English,Thriller,,,,
7596,26 June 1998,Out of Sight,Out Of Sight,15.806,955,6.6,English,Romance,,,,
7597,09 April 1999,Never Been Kissed,Never Been Kissed,15.804,1208,6.2,English,Romance,,,,
7598,17 March 2002,Clockstoppers,Clockstoppers,15.803,233,5.2,English,Adventure,,,,
7599,14 October 2005,The Fog,The Fog,15.803,562,4.4,English,Horror,,,,
7600,28 July 2020,Legacy of Lies,Legacy Of Lies,15.802,179,5.6,English,Thriller,,,,
7601,04 August 1998,The Swan Princess: The Mystery of the Enchanted Kingdom,The Swan Princess: The Mystery Of The Enchanted Kingdom,15.802,220,6,English,Family,,,,
7602,21 September 2017,Destruction: Los Angeles,Destruction: Los Angeles,15.799,60,5.5,English,Action,,,,
7603,10 May 2002,Dog Soldiers,Dog Soldiers,15.798,623,6.7,English,Horror,,,,
7604,14 June 2019,Plus One,Plus One,15.794,221,7.1,English,Romance,,,,
7605,16 June 1965,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,Those Magnificent Men In Their Flying Machines Or How I Flew From London To Paris In 25 Hours 11 Minutes,15.792,123,6.8,English,Comedy,,,,
7606,04 April 2021,Color of Love,Color Of Love,15.791,3,5.8,English,Drama,,,,
7607,25 May 2006,Candy,Candy,15.789,488,7.1,English,Drama,,,,
7608,28 September 1999,Alvin and the Chipmunks Meet Frankenstein,Alvin And The Chipmunks Meet Frankenstein,15.789,116,7,English,Animation,,,,
7609,01 November 2001,Citizen Toxie: The Toxic Avenger IV,Citizen Toxie: The Toxic Avenger Iv,15.788,94,6.5,English,Comedy,,,,
7610,28 June 1985,Pale Rider,Pale Rider,15.782,781,7.2,English,Western,,,,
7611,24 January 2001,Sugar & Spice,Sugar & Spice,15.781,199,6.4,English,Crime,,,,
7612,17 June 2009,Enter the Void,Enter The Void,15.779,1364,7.4,English,Fantasy,,,,
7613,12 October 2001,Bandits,Bandits,15.779,781,6.3,English,Comedy,,,,
7614,24 October 2018,Sink or Swim,Sink Or Swim,15.778,1257,6.9,French,Drama,,,,
7615,09 September 2017,Mom and Dad,Mom And Dad,15.777,744,5.2,English,Thriller,,,,
7616,16 January 1996,Poison Ivy 2: Lily,Poison Ivy 2: Lily,15.777,90,4.8,English,Drama,,,,
7617,01 November 2018,Christmas with a View,Christmas With A View,15.776,260,5.8,English,Romance,,,,
7618,17 September 1993,The Pelican Brief,The Pelican Brief,15.776,1151,6.5,English,Mystery,,,,
7619,28 August 2020,I Am Woman,I Am Woman,15.775,19,7,English,Music,,,,
7620,22 May 2011,Family Guy Presents: It's a Trap!,Family Guy Presents: It'S A Trap!,15.774,344,6.8,English,Animation, Adventure,,,
7621,23 February 2006,Forbidden Quest,Forbidden Quest,15.774,14,5.6,Korean,Romance,,,,
7622,20 July 2006,My Super Ex-Girlfriend,My Super Ex-Girlfriend,15.774,1161,5,English,Comedy,,,,
7623,12 June 2020,Infamous,Infamous,15.772,129,5.9,English,Crime,,,,
7624,10 July 1998,The Patriot,The Patriot,15.771,237,5.5,English,Action,,,,
7625,19 June 2009,Exam,Exam,15.769,1577,6.7,English,Thriller,,,,
7626,30 April 2002,Femme Fatale,Femme Fatale,15.769,430,6.2,English,Thriller,,,,
7627,07 August 1987,Hamburger Hill,Hamburger Hill,15.768,304,6.5,English,War,,,,
7628,30 March 2001,The Tailor of Panama,The Tailor Of Panama,15.763,355,6.1,English,Drama,,,,
7629,23 September 2016,Queen of Katwe,Queen Of Katwe,15.759,350,7.2,English,Drama,,,,
7630,24 June 1994,Wyatt Earp,Wyatt Earp,15.759,631,6.7,English,Western,,,,
7631,10 December 1977,Capricorn One,Capricorn One,15.759,326,6.8,English,Drama,,,,
7632,30 October 2015,Top Cat Begins,Top Cat Begins,15.758,119,6.6,Spanish,Comedy,,,,
7633,22 February 2017,If I Were a Boy,If I Were A Boy,15.757,317,5.3,French,Comedy,,,,
7634,26 July 2018,Hot Summer Nights,Hot Summer Nights,15.756,534,6.7,English,Drama,,,,
7635,14 September 2005,The Notorious Bettie Page,The Notorious Bettie Page,15.756,113,6.3,English,Comedy,,,,
7636,09 March 1989,Police Academy 6: City Under Siege,Police Academy 6: City Under Siege,15.756,630,5.1,English,Comedy,,,,
7637,19 February 1999,October Sky,October Sky,15.755,904,7.6,English,Family,,,,
7638,17 August 1995,The City of Lost Children,The City Of Lost Children,15.751,788,7.4,French,Fantasy,,,,
7639,28 November 2011,The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,15.75,1091,6.9,English,Drama,,,,
7640,03 April 2008,Nim's Island,Nim'S Island,15.75,965,5.9,English,Adventure,,,,
7641,12 July 2018,Occupation,Occupation,15.748,146,4.4,English,Action,,,,
7642,24 November 2003,Honey,Honey,15.748,982,6.3,English,Music,,,,
7643,21 December 1960,Swiss Family Robinson,Swiss Family Robinson,15.746,245,6.9,English,Adventure,,,,
7644,02 December 1981,The Cabbage Soup,The Cabbage Soup,15.746,682,6.4,French,Comedy,,,,
7645,10 May 1984,Women in Fury,Women In Fury,15.745,13,3.9,Italian,Action,,,,
7646,11 July 2017,LEGO Scooby-Doo! Blowout Beach Bash,Lego Scooby-Doo! Blowout Beach Bash,15.742,136,7.4,English,Animation,,,,
7647,26 December 2013,August: Osage County,August: Osage County,15.74,1198,6.9,English,Comedy,,,,
7648,29 July 1983,Krull,Krull,15.74,380,6,English,Action,,,,
7649,30 August 2018,A Fortunate Man,A Fortunate Man,15.739,112,6.8,Danish,Drama,,,,
7650,10 June 2016,Be Somebody,Be Somebody,15.737,239,6.6,English,Drama,,,,
7651,16 September 2019,3 from Hell,3 From Hell,15.735,295,5.8,English,Horror,,,,
7652,12 December 2008,What Doesn't Kill You,What Doesn'T Kill You,15.734,129,6.1,English,Action,,,,
7653,27 June 2003,The Room,The Room,15.731,1108,4.1,English,Drama,,,,
7654,12 September 2012,Aftershock,Aftershock,15.729,248,5.1,Spanish,Horror,,,,
7655,25 November 2009,According to Greta,According To Greta,15.729,166,6.1,English,Drama,,,,
7656,17 September 2013,Shrek the Musical,Shrek The Musical,15.726,84,7.3,English,Music,,,,
7657,20 December 1981,Sexo Profundo,Sexo Profundo,15.726,2,8,Portuguese,Drama,,,,
7658,11 November 2011,11-11-2011,40858,15.725,183,4.6,English,Horror,,,,
7659,23 March 2013,Rape Zombie: Lust of the Dead 3,Rape Zombie: Lust Of The Dead 3,15.724,18,5.9,Japanese,Horror,,,,
7660,10 April 2020,Corona Zombies,Corona Zombies,15.723,29,4.7,English,Horror,,,,
7661,12 March 1980,Emmanuelle: Queen of Sados,Emmanuelle: Queen Of Sados,15.723,16,4.8,Greek,Crime,,,,
7662,22 October 2003,Ruby & Quentin,Ruby & Quentin,15.723,625,6.7,French,Comedy,,,,
7663,24 November 2009,The Boondock Saints II: All Saints Day,The Boondock Saints Ii: All Saints Day,15.722,573,6,English,Action,,,,
7664,14 October 2016,Trespass Against Us,Trespass Against Us,15.719,261,5.8,English,Action,,,,
7665,19 November 2020,Aline,Aline,15.717,133,7.1,French,Drama,,,,
7666,26 April 2011,Sniper: Reloaded,Sniper: Reloaded,15.715,141,6.1,English,War,,,,
7667,06 June 2007,Gone Baby Gone,Gone Baby Gone,15.714,2919,7.3,English,Crime,,,,
7668,31 July 1989,Parenthood,Parenthood,15.711,476,6.7,English,Comedy,,,,
7669,11 May 2017,The Wizard of Lies,The Wizard Of Lies,15.71,438,6.6,English,Crime, TV Movie,,,
7670,16 October 2014,The Perfect Dictatorship,The Perfect Dictatorship,15.71,130,7.3,Spanish,Drama,,,,
7671,29 August 2013,Getaway,Getaway,15.71,526,5.1,English,Action,,,,
7672,26 November 2003,Bad Santa,Bad Santa,15.71,1670,6.5,English,Drama,,,,
7673,04 October 2019,Rogue Warfare,Rogue Warfare,15.709,106,5.6,English,Action,,,,
7674,19 November 2017,Manhunt,Manhunt,15.708,89,5.6,Chinese,Action,,,,
7675,08 August 2010,"Tomorrow, When the War Began","Tomorrow, When The War Began",15.708,417,6.2,English,Action,,,,
7676,17 August 2011,The Awakening,The Awakening,15.707,1149,6.4,English,Horror,,,,
7677,02 February 2012,Celebrity Sex Tape,Celebrity Sex Tape,15.705,40,4,English,Comedy,,,,
7678,15 October 2021,Occupation: Rainfall,Occupation: Rainfall,15.702,22,5.8,English,Science Fiction,,,,
7679,28 April 2006,United 93,United 93,15.702,1111,7.1,English,Drama, Action,,,
7680,25 October 2002,Punch-Drunk Love,Punch-Drunk Love,15.702,1714,7.1,English,Comedy,,,,
7681,18 October 1987,Scooby-Doo! Meets the Boo Brothers,Scooby-Doo! Meets The Boo Brothers,15.699,170,7.4,English,Animation, TV Movie,,,
7682,16 October 1998,Kuch Kuch Hota Hai,Kuch Kuch Hota Hai,15.699,299,7.7,Hindi,Drama,,,,
7683,24 May 2019,Elisa & Marcela,Elisa & Marcela,15.698,302,7.4,Spanish,Drama,,,,
7684,09 February 2007,Music and Lyrics,Music And Lyrics,15.698,1394,6.4,English,Comedy,,,,
7685,09 December 1995,Four Rooms,Four Rooms,15.698,2122,5.7,English,Crime,,,,
7686,24 July 1981,Blow Out,Blow Out,15.697,987,7.3,English,Thriller,,,,
7687,11 November 2016,The Monster,The Monster,15.696,457,5.5,English,Horror,,,,
7688,24 October 1961,El Cid,El Cid,15.696,193,6.9,English,Action, War,,,
7689,05 December 2019,A Christmas Prince: The Royal Baby,A Christmas Prince: The Royal Baby,15.692,435,6.4,English,Romance,,,,
7690,28 January 2011,Avalon High,Avalon High,15.692,480,6.2,English,Fantasy,,,,
7691,12 October 2016,Planetarium,Planetarium,15.69,166,4.6,French,Drama,,,,
7692,20 December 2015,Taylor Swift: The 1989 World Tour - Live,Taylor Swift: The 1989 World Tour - Live,15.69,99,8.4,English,Music,,,,
7693,14 December 2001,Kabhi Khushi Kabhie Gham,Kabhi Khushi Kabhie Gham,15.688,410,7.8,Hindi,Comedy,,,,
7694,20 February 2009,Fired Up!,Fired Up!,15.687,485,6.1,English,Comedy,,,,
7695,30 August 2011,Adventures of Bailey: The Lost Puppy,Adventures Of Bailey: The Lost Puppy,15.686,8,5.7,English,Family,,,,
7696,11 June 2004,The Chronicles of Riddick,The Chronicles Of Riddick,15.686,3255,6.5,English,Action,,,,
7697,19 April 1998,Detective Conan: The Fourteenth Target,Detective Conan: The Fourteenth Target,15.683,141,7.1,Japanese,Crime,,,,
7698,09 May 2018,Everybody Knows,Everybody Knows,15.68,773,6.5,Spanish,Drama,,,,
7699,04 September 1991,La Belle Noiseuse,La Belle Noiseuse,15.68,125,7.3,French,Drama,,,,
7700,19 October 2009,A Single Man,A Single Man,15.679,1259,7.3,English,Romance,,,,
7701,06 July 2012,Savages,Savages,15.678,1822,6.3,English,Crime,,,,
7702,18 July 1996,The Frighteners,The Frighteners,15.672,1139,6.9,English,Horror,,,,
7703,29 July 1997,One Eight Seven,One Eight Seven,15.669,443,6.6,English,Drama,,,,
7704,04 October 2019,Semper Fi,Semper Fi,15.667,98,6,English,Drama,,,,
7705,24 September 2004,First Daughter,First Daughter,15.664,682,6.2,English,Comedy,,,,
7706,15 February 2007,Bordertown,Bordertown,15.664,254,6.3,English,Crime,,,,
7707,22 September 2000,Urban Legends: Final Cut,Urban Legends: Final Cut,15.658,353,4.8,English,Horror,,,,
7708,15 July 2010,Womb,Womb,15.652,275,6.1,English,Romance,,,,
7709,21 January 2017,Walking Out,Walking Out,15.646,113,5.7,English,Adventure,,,,
7710,05 October 1991,Riki-Oh: The Story of Ricky,Riki-Oh: The Story Of Ricky,15.646,200,6.7,Chinese,Comedy,,,,
7711,08 February 1978,Little Lips,Little Lips,15.645,18,5.3,Italian,Drama,,,,
7712,10 March 2011,Kill the Irishman,Kill The Irishman,15.643,474,6.8,English,Action,,,,
7713,26 June 1982,The Last American Virgin,The Last American Virgin,15.643,162,6.5,English,Comedy,,,,
7714,18 June 1986,Legal Eagles,Legal Eagles,15.641,164,6,English,Comedy,,,,
7715,27 June 2011,2012: Ice Age,2012: Ice Age,15.632,228,4.4,English,Action,,,,
7716,25 December 1993,Grumpy Old Men,Grumpy Old Men,15.632,481,6.6,English,Comedy,,,,
7717,17 June 1994,Wolf,Wolf,15.632,685,6.1,English,Fantasy,,,,
7718,18 June 1993,3 Ninjas Knuckle Up,3 Ninjas Knuckle Up,15.625,153,5.2,English,Family,,,,
7719,10 December 1992,The Muppet Christmas Carol,The Muppet Christmas Carol,15.625,680,7.4,English,Music, Drama,,,
7720,29 March 2021,Bram Stoker's Van Helsing,Bram Stoker'S Van Helsing,15.623,60,5.9,English,Horror,,,,
7721,10 January 1975,The Count of Monte-Cristo,The Count Of Monte-Cristo,15.623,99,6.7,English,Adventure, TV Movie,,,
7722,12 August 2021,Coming Home in the Dark,Coming Home In The Dark,15.622,61,6,English,Thriller,,,,
7723,18 October 2011,Pirates of the Caribbean: Tales of the Code ‚Äì Wedlocked,Pirates Of The Caribbean: Tales Of The Code ¬Äì Wedlocked,15.622,49,6.9,English,Adventure,,,,
7724,24 April 2010,Gintama: The Movie,Gintama: The Movie,15.621,48,7.5,Japanese,Action,,,,
7725,07 February 2008,Kung Fu Dunk,Kung Fu Dunk,15.618,159,5.8,Chinese,Action,,,,
7726,31 December 2014,Manny,Manny,15.616,57,6.3,English,Documentary,,,,
7727,01 March 2019,Doraemon: Nobita's Chronicle of the Moon Exploration,Doraemon: Nobita'S Chronicle Of The Moon Exploration,15.614,36,7.6,Japanese,Animation,,,,
7728,14 February 2020,"Veintea√±era, Divorciada y Fant√°stica","Veintea„±Era, Divorciada Y Fant„°Stica",15.613,350,8.1,Spanish,Comedy,,,,
7729,01 February 2018,The Little Witch,The Little Witch,15.612,101,6.9,German,Family,,,,
7730,29 October 2004,Birth,Birth,15.609,482,5.9,English,Mystery,,,,
7731,15 November 2018,At Eternity's Gate,At Eternity'S Gate,15.608,1175,6.9,English,Drama,,,,
7732,14 July 1953,Gentlemen Prefer Blondes,Gentlemen Prefer Blondes,15.606,651,7.3,English,Music,,,,
7733,21 July 2016,Mi Prima La Sex√≥loga,Mi Prima La Sex„≥Loga,15.601,209,7,Spanish,Comedy,,,,
7734,23 September 2005,Oliver Twist,Oliver Twist,15.6,981,6.7,English,Crime,,,,
7735,17 January 1986,Iron Eagle,Iron Eagle,15.598,215,5.4,English,Action,,,,
7736,27 February 2009,Echelon Conspiracy,Echelon Conspiracy,15.597,354,6.3,English,Action,,,,
7737,17 May 2018,The Professor,The Professor,15.595,819,6.8,English,Comedy,,,,
7738,08 February 1985,Witness,Witness,15.594,1216,7.1,English,Crime,,,,
7739,23 November 2001,Diary of a Sex Addict,Diary Of A Sex Addict,15.593,21,5.4,English,Drama,,,,
7740,01 October 2010,Robot,Robot,15.59,152,6.5,Tamil,Action,,,,
7741,16 February 2012,Thale,Thale,15.59,111,5.4,Norwegian,Horror,,,,
7742,12 June 1963,Donovan's Reef,Donovan'S Reef,15.59,98,6.2,English,Adventure,,,,
7743,12 April 2001,Crocodile Dundee in Los Angeles,Crocodile Dundee In Los Angeles,15.59,474,5.2,English,Adventure,,,,
7744,16 December 1999,Any Given Sunday,Any Given Sunday,15.588,1306,6.8,English,Drama,,,,
7745,10 May 1999,Pirates of Silicon Valley,Pirates Of Silicon Valley,15.588,409,7.1,English,Drama,,,,
7746,26 July 1996,The Adventures of Pinocchio,The Adventures Of Pinocchio,15.587,183,5.3,English,Family, Music,,,
7747,30 January 2019,Serial (Bad) Weddings 2,Serial (Bad) Weddings 2,15.583,1048,5.9,French,Comedy,,,,
7748,09 September 1982,Violence in a Women's Prison,Violence In A Women'S Prison,15.582,21,4.7,Italian,Action,,,,
7749,24 March 2009,Ace Ventura Jr: Pet Detective,Ace Ventura Jr: Pet Detective,15.582,135,3.4,English,Comedy,,,,
7750,18 December 1992,Leap of Faith,Leap Of Faith,15.582,157,5.7,English,Comedy,,,,
7751,03 March 1939,Stagecoach,Stagecoach,15.578,808,7.7,English,Western,,,,
7752,28 September 2017,Satan's Slaves,Satan'S Slaves,15.573,174,6.7,Indonesian,Horror,,,,
7753,20 November 2012,Santa Paws 2: The Santa Pups,Santa Paws 2: The Santa Pups,15.571,83,6.2,English,Family,,,,
7754,20 November 1987,Flowers in the Attic,Flowers In The Attic,15.571,155,6.3,English,Drama,,,,
7755,06 August 1999,Mystery Men,Mystery Men,15.568,636,5.7,English,Adventure, Science Fiction,,,
7756,15 September 2000,Bait,Bait,15.567,146,5.7,English,Action,,,,
7757,01 November 1985,Death Wish 3,Death Wish 3,15.564,289,6.2,English,Action,,,,
7758,29 May 1998,Almost Heroes,Almost Heroes,15.564,135,5.6,English,Adventure,,,,
7759,01 November 2019,Drive,Drive,15.561,38,5.6,Hindi,Action,,,,
7760,21 December 1977,The Gauntlet,The Gauntlet,15.561,380,6.6,English,Drama,,,,
7761,13 August 2015,Our Times,Our Times,15.559,112,7.3,Chinese,Romance,,,,
7762,10 September 2020,Persecuted,Persecuted,15.557,2,6.5,Spanish,Thriller,,,,
7763,25 October 2005,My Little Pony: A Very Minty Christmas,My Little Pony: A Very Minty Christmas,15.556,11,4.8,English,Animation,,,,
7764,17 May 1991,Mannequin Two: On the Move,Mannequin Two: On The Move,15.555,115,5.9,English,Fantasy,,,,
7765,10 October 1961,Splendor in the Grass,Splendor In The Grass,15.552,193,7.6,English,Drama,,,,
7766,30 December 2020,Pieces of a Woman,Pieces Of A Woman,15.55,909,7.1,English,Drama,,,,
7767,19 December 2008,Nothing But the Truth,Nothing But The Truth,15.548,355,6.9,English,Drama,,,,
7768,23 December 1994,The Jungle Book,The Jungle Book,15.548,366,5.9,English,Family,,,,
7769,06 November 2012,Amazing Love,Amazing Love,15.547,14,6.9,English,Drama,,,,
7770,30 September 1992,Fortress,Fortress,15.547,473,6.1,English,Action,,,,
7771,04 July 2019,Dream Factory,Dream Factory,15.546,62,7.3,German,Drama,,,,
7772,02 December 2017,Angela's Christmas,Angela'S Christmas,15.546,187,6.8,English,Animation,,,,
7773,25 February 2014,The Swan Princess: A Royal Family Tale,The Swan Princess: A Royal Family Tale,15.546,32,6.1,English,Family,,,,
7774,21 April 2016,Keanu,Keanu,15.545,859,6,English,Action,,,,
7775,15 December 2019,Agatha and the Curse of Ishtar,Agatha And The Curse Of Ishtar,15.54,32,5.9,English,Crime,,,,
7776,17 September 2017,Five Nights at Freddy's: Forgotten Memories,Five Nights At Freddy'S: Forgotten Memories,15.535,2,2.5,English,Horror,,,,
7777,21 February 1973,Lolly-Madonna XXX,Lolly-Madonna Xxx,15.534,8,4.8,English,Drama,,,,
7778,21 April 1999,Three Kings,Three Kings,15.531,1605,6.6,English,Action,,,,
7779,08 October 1996,Children of the Corn IV: The Gathering,Children Of The Corn Iv: The Gathering,15.53,100,4.5,English,Horror,,,,
7780,21 August 1963,The Haunting,The Haunting,15.53,445,7.2,English,Horror,,,,
7781,24 September 2010,Buried,Buried,15.529,2247,6.6,English,Drama,,,,
7782,28 April 1989,K-9,K-9,15.529,747,6,English,Action,,,,
7783,22 February 1999,Message in a Bottle,Message In A Bottle,15.527,631,6.1,English,Romance,,,,
7784,01 September 1989,Erik the Viking,Erik The Viking,15.526,158,5.9,English,Adventure,,,,
7785,14 August 2020,Tesla,Tesla,15.525,197,5.9,English,Drama,,,,
7786,31 December 2008,Defiance,Defiance,15.523,1414,6.8,English,Action,,,,
7787,14 September 2001,Millennium Actress,Millennium Actress,15.522,527,7.9,Japanese,Animation,,,,
7788,07 May 1987,Red Scorpion,Red Scorpion,15.522,183,6,English,Adventure,,,,
7789,15 August 2003,Cabin Fever,Cabin Fever,15.522,955,5.7,English,Horror,,,,
7790,15 August 1984,The Adventures of Buckaroo Banzai Across the 8th Dimension,The Adventures Of Buckaroo Banzai Across The 8Th Dimension,15.522,282,6,English,Science Fiction,,,,
7791,28 March 2018,Dolphin Reef,Dolphin Reef,15.521,67,6.9,English,Documentary,,,,
7792,25 March 2016,Assassination Classroom: Graduation,Assassination Classroom: Graduation,15.521,63,7.2,Japanese,Science Fiction,,,,
7793,05 February 2004,Tae Guk Gi: The Brotherhood of War,Tae Guk Gi: The Brotherhood Of War,15.52,503,8,Korean,Action, War,,,
7794,22 June 2012,Lay the Favorite,Lay The Favorite,15.519,192,5.3,English,Drama,,,,
7795,10 December 1982,Airplane II: The Sequel,Airplane Ii: The Sequel,15.519,790,6.1,English,Comedy,,,,
7796,01 October 2017,Return To Zootopia,Return To Zootopia,15.518,19,6,English,Animation, Drama, Romance,,
7797,06 May 1938,Mickey's Trailer,Mickey'S Trailer,15.518,111,7.3,English,Animation,,,,
7798,16 September 1977,Emanuelle Around the World,Emanuelle Around The World,15.514,35,5.6,Italian,Adventure,,,,
7799,30 April 1999,Idle Hands,Idle Hands,15.512,481,6.1,English,Comedy,,,,
7800,28 February 1999,Alice in Wonderland,Alice In Wonderland,15.507,290,6.3,English,Fantasy,,,,
7801,07 April 1988,Fright Night Part 2,Fright Night Part 2,15.507,273,6.4,English,Comedy,,,,
7802,18 December 2015,Bajirao Mastani,Bajirao Mastani,15.506,210,7.3,Hindi,War,,,,
7803,20 July 2016,Double D Dude Ranch,Double D Dude Ranch,15.505,9,3.9,English,Western,,,,
7804,09 April 2015,Good Kill,Good Kill,15.505,436,6,English,Drama,,,,
7805,01 December 2017,Perfect Strangers,Perfect Strangers,15.501,535,6.7,Spanish,Drama,,,,
7806,16 April 1999,Life,Life,15.498,592,6.6,English,Comedy,,,,
7807,21 June 1991,The Rocketeer,The Rocketeer,15.497,687,6.4,English,Action,,,,
7808,29 May 1954,Dial M for Murder,Dial M For Murder,15.495,1952,8,English,Crime,,,,
7809,09 July 2020,Survive the Night,Survive The Night,15.494,161,5.1,English,Action,,,,
7810,23 March 2009,Green Street Hooligans 2,Green Street Hooligans 2,15.492,186,5,English,Crime,,,,
7811,17 October 2008,Boogeyman 3,Boogeyman 3,15.49,173,5.2,English,Horror,,,,
7812,06 September 2018,City of Lies,City Of Lies,15.488,387,6.4,English,Crime,,,,
7813,06 September 2015,Lady Chatterley's Lover,Lady Chatterley'S Lover,15.488,90,6.4,English,Romance,,,,
7814,17 March 2017,Goon: Last of the Enforcers,Goon: Last Of The Enforcers,15.488,237,5.7,English,Comedy,,,,
7815,29 October 2001,Suicide Club,Suicide Club,15.485,339,6.6,Japanese,Drama,,,,
7816,03 February 1989,Who's Harry Crumb?,Who'S Harry Crumb?,15.485,222,5.7,English,Comedy,,,,
7817,18 July 1990,King of New York,King Of New York,15.481,445,6.7,English,Thriller,,,,
7818,11 December 2019,Black Christmas,Black Christmas,15.479,389,4.7,English,Horror,,,,
7819,18 May 2018,First Reformed,First Reformed,15.477,1039,7,English,Drama,,,,
7820,10 December 1991,Bugsy,Bugsy,15.476,283,6.4,English,Crime,,,,
7821,22 January 1988,Braddock: Missing in Action III,Braddock: Missing In Action Iii,15.475,179,5.7,English,Action,,,,
7822,04 November 2015,Cro Minion,Cro Minion,15.474,166,7.1,English,Animation,,,,
7823,01 November 2005,Grave of the Fireflies,Grave Of The Fireflies,15.471,70,8,Japanese,Drama,,,,
7824,22 November 2010,The Way Back,The Way Back,15.471,1181,7,English,Drama,,,,
7825,26 August 2021,Yakuza Princess,Yakuza Princess,15.468,63,6.3,Portuguese,Action,,,,
7826,14 October 2020,Asphalt Burning,Asphalt Burning,15.468,95,5.4,Norwegian,Action,,,,
7827,05 May 2018,Breaking In,Breaking In,15.463,558,5.9,English,Thriller,,,,
7828,10 February 2011,Foster,Foster,15.463,88,6.8,English,Comedy,,,,
7829,22 April 2000,Detective Conan: Captured in Her Eyes,Detective Conan: Captured In Her Eyes,15.462,116,7.3,Japanese,Animation,,,,
7830,21 March 2014,50 to 1,50 To 1,15.46,57,6.7,English,Comedy,,,,
7831,16 March 2000,The Gift,The Gift,15.459,879,6.4,English,Horror,,,,
7832,30 August 2013,Wolf Creek 2,Wolf Creek 2,15.458,443,6.3,English,Horror,,,,
7833,23 December 1999,Galaxy Quest,Galaxy Quest,15.456,1704,7.1,English,Comedy,,,,
7834,26 February 2011,Macross Frontier: The Wings of Goodbye,Macross Frontier: The Wings Of Goodbye,15.454,8,6.6,Japanese,Action,,,,
7835,07 November 2001,Gosford Park,Gosford Park,15.454,822,6.9,English,Drama,,,,
7836,01 December 1973,The Wicker Man,The Wicker Man,15.453,941,7.4,English,Horror,,,,
7837,19 December 1965,Invasion of Astro-Monster,Invasion Of Astro-Monster,15.451,133,6.9,Japanese,Action,,,,
7838,27 March 1992,The Cutting Edge,The Cutting Edge,15.45,247,7.2,English,Comedy,,,,
7839,24 August 2001,Bubble Boy,Bubble Boy,15.45,454,5.7,English,Comedy,,,,
7840,09 September 2007,The Jane Austen Book Club,The Jane Austen Book Club,15.449,306,6.6,English,Comedy,,,,
7841,21 August 2019,American Factory,American Factory,15.448,347,7.2,English,Documentary,,,,
7842,20 May 2005,The Muppets' Wizard of Oz,The Muppets' Wizard Of Oz,15.448,102,5.2,English,Family, Fantasy, TV Movie,,
7843,13 February 1998,Sphere,Sphere,15.446,1240,6.1,English,Science Fiction,,,,
7844,19 July 2002,K-19: The Widowmaker,K-19: The Widowmaker,15.446,738,6.4,English,Drama, Mystery,,,
7845,13 February 2007,Irina Palm,Irina Palm,15.446,117,6.9,English,Drama,,,,
7846,14 June 2013,Un Dios prohibido,Un Dios Prohibido,15.445,13,6.1,Spanish,Drama,,,,
7847,06 December 1989,Family Business,Family Business,15.445,172,5.6,English,Crime, Thriller,,,
7848,27 December 2002,Julius Caesar,Julius Caesar,15.441,40,6.7,English,War,,,,
7849,06 August 2008,The Sisterhood of the Traveling Pants 2,The Sisterhood Of The Traveling Pants 2,15.44,693,6.2,English,Adventure,,,,
7850,04 October 1970,The Vampire Lovers,The Vampire Lovers,15.439,126,6.5,English,Horror,,,,
7851,21 September 2012,The Collection,The Collection,15.438,774,6.3,English,Horror,,,,
7852,12 January 2013,The Last Stand,The Last Stand,15.436,2281,6,English,Action,,,,
7853,10 March 2022,Before I Met You,Before I Met You,15.431,0,0,Indonesian,Drama,,,,
7854,24 February 2012,Act of Valor,Act Of Valor,15.431,894,6.5,English,Action,,,,
7855,12 June 2013,The Bling Ring,The Bling Ring,15.429,2710,5.4,English,Drama,,,,
