ID,Release_Date,Title,TITLE,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,,,,
1245,14 December 2016,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,57.076,12929,7.5,English,Action,,,,
1246,14 November 2006,Casino Royale,Casino Royale,57.07,8739,7.5,English,Adventure,,,,
1247,30 September 2017,Batman & Jesus,Batman & Jesus,57.029,3,5.7,English,Documentary,,,,
1248,14 December 2011,Alvin and the Chipmunks: Chipwrecked,Alvin And The Chipmunks: Chipwrecked,57.02,1741,5.7,English,Comedy, Animation,,,
1249,31 March 2000,The Road to El Dorado,The Road To El Dorado,57.012,3073,7.2,English,Family, Action,,,
1250,19 September 2008,Igor,Igor,57,461,6,English,Animation,,,,
1251,15 March 2012,Red Dawn,Red Dawn,56.998,1278,5.6,English,Action,,,,
1252,03 January 2013,"Batman: The Dark Knight Returns, Part 2","Batman: The Dark Knight Returns, Part 2",56.979,1109,8,English,Science Fiction,,,,
1253,09 September 2010,13 Assassins,13 Assassins,56.908,823,7.3,Japanese,Adventure,,,,
1254,21 May 2001,Pearl Harbor,Pearl Harbor,56.889,5198,6.9,English,Action, Drama,,,
1255,14 January 2022,Ray Donovan: The Movie,Ray Donovan: The Movie,56.863,87,6.9,English,Drama,,,,
1256,11 August 2021,Breathless,Breathless,56.737,32,5.9,Spanish,Crime,,,,
1257,12 April 2006,Scary Movie 4,Scary Movie 4,56.705,2566,5.5,English,Comedy,,,,
1258,29 July 1994,The Mask,The Mask,56.696,8236,6.9,English,Romance,,,,
1259,05 June 2016,Never Back Down: No Surrender,Never Back Down: No Surrender,56.669,364,7,English,Drama,,,,
1260,10 December 2007,American Pie Presents: Beta House,American Pie Presents: Beta House,56.663,1537,5.6,English,Comedy,,,,
1261,24 July 2020,The Kissing Booth 2,The Kissing Booth 2,56.629,4441,7.8,English,Comedy,,,,
1262,14 June 2021,Hitman's Wife's Bodyguard,Hitman'S Wife'S Bodyguard,56.626,1279,6.8,English,Action,,,,
1263,30 April 2005,House of Wax,House Of Wax,56.605,2330,5.9,English,Horror,,,,
1264,10 December 2019,6 Underground,6 Underground,56.552,3619,6.3,English,Action,,,,
1265,09 February 2006,Final Destination 3,Final Destination 3,56.535,2990,6.1,English,Horror,,,,
1266,07 June 2018,Ocean's Eight,Ocean'S Eight,56.518,6954,7,English,Crime,,,,
1267,04 November 2016,Nocturnal Animals,Nocturnal Animals,56.485,6350,7.5,English,Drama,,,,
1268,02 April 2021,Just Say Yes,Just Say Yes,56.449,172,6.6,Dutch,Comedy,,,,
1269,03 August 2011,Rise of the Planet of the Apes,Rise Of The Planet Of The Apes,56.405,9759,7.3,English,Thriller,,,,
1270,19 February 2020,The Call of the Wild,The Call Of The Wild,56.404,2827,7.6,English,Adventure,,,,
1271,23 October 2014,Nightcrawler,Nightcrawler,56.378,8766,7.7,English,Crime,,,,
1272,30 June 2006,Monster House,Monster House,56.328,3141,6.6,English,Animation,,,,
1273,03 January 2018,Insidious: The Last Key,Insidious: The Last Key,56.299,2193,6.2,English,Horror,,,,
1274,08 November 2019,Pets United,Pets United,56.288,148,6,English,Animation,,,,
1275,24 October 2020,Slate,Slate,56.282,6,5.5,Korean,Action,,,,
1276,13 December 2007,Alvin and the Chipmunks,Alvin And The Chipmunks,56.239,3645,5.8,English,Comedy,,,,
1277,04 April 2018,Just a Breath Away,Just A Breath Away,56.235,611,6.3,French,Drama,,,,
1278,31 October 2002,28 Days Later,28 Days Later,56.214,5230,7.2,English,Horror,,,,
1279,15 August 1939,The Wizard of Oz,The Wizard Of Oz,56.211,4454,7.6,English,Adventure,,,,
1280,30 May 2013,After Earth,After Earth,56.19,5707,5.2,English,Science Fiction,,,,
1281,08 February 2007,Norbit,Norbit,56.179,1795,5.6,English,Comedy,,,,
1282,11 July 2015,The Boy and the Beast,The Boy And The Beast,56.152,1161,8,Japanese,Animation, Drama,,,
1283,20 January 2016,Dirty Grandpa,Dirty Grandpa,56.129,3718,5.9,English,Comedy,,,,
1284,22 November 2015,The Lion Guard: Return of the Roar,The Lion Guard: Return Of The Roar,56.128,824,6.5,English,Family,,,,
1285,23 July 2017,The Emoji Movie,The Emoji Movie,56.122,2487,5.6,English,Animation,,,,
1286,23 July 2016,One Piece Film: GOLD,One Piece Film: Gold,56.06,324,7.2,Japanese,Action,,,,
1287,21 November 1985,Rocky IV,Rocky Iv,56.051,3362,7,English,Drama,,,,
1288,27 July 2010,Batman: Under the Red Hood,Batman: Under The Red Hood,56.038,1228,7.8,English,Science Fiction, Mystery,,,
1289,17 August 2006,Brother Bear 2,Brother Bear 2,56.015,1190,6.7,English,Adventure,,,,
1290,03 February 2000,Scream 3,Scream 3,56.004,2436,5.9,English,Horror,,,,
1291,21 June 2000,Chicken Run,Chicken Run,55.993,3948,6.7,English,Animation,,,,
1292,01 October 2020,The Doorman,The Doorman,55.98,275,5.9,English,Action,,,,
1293,07 January 2021,Maya the Bee: The Golden Orb,Maya The Bee: The Golden Orb,55.968,67,6.6,English,Adventure,,,,
1294,20 June 1975,Jaws,Jaws,55.944,8169,7.6,English,Horror,,,,
1295,20 May 2009,Night at the Museum: Battle of the Smithsonian,Night At The Museum: Battle Of The Smithsonian,55.924,5760,6.1,English,Adventure, Family,,,
1296,12 March 2009,Dragonball Evolution,Dragonball Evolution,55.831,1623,2.8,English,Action, Thriller,,,
1297,15 October 2021,Sharkdog‚Äôs Fintastic Halloween,Sharkdog‚ÄôS Fintastic Halloween,55.817,4,4,English,Animation,,,,
1298,14 March 2013,The Call,The Call,55.79,2448,6.8,English,Crime,,,,
1299,12 March 2020,Mariposa,Mariposa,55.774,3,7.2,Indonesian,Drama,,,,
1300,07 April 1995,Bad Boys,Bad Boys,55.763,5088,6.8,English,Action,,,,
1301,09 August 2019,Sijjin 6,Sijjin 6,55.733,33,5.7,Turkish,Horror,,,,
1302,08 February 2016,The Mermaid,The Mermaid,55.695,250,6.4,Chinese,Comedy,,,,
1303,16 April 1988,My Neighbor Totoro,My Neighbor Totoro,55.688,5988,8.1,Japanese,Fantasy,,,,
1304,02 July 1997,Men in Black,Men In Black,55.679,11431,7.2,English,Action,,,,
1305,03 September 2010,El Infierno,El Infierno,55.638,413,7.7,Spanish,Drama,,,,
1306,21 January 2003,Ong Bak: Muay Thai Warrior,Ong Bak: Muay Thai Warrior,55.636,1310,7.1,Thai,Action,,,,
1307,15 October 1993,The Beverly Hillbillies,The Beverly Hillbillies,55.619,405,6.1,English,Comedy,,,,
1308,25 May 1979,Alien,Alien,55.614,11421,8.1,English,Horror,,,,
1309,05 August 2015,Fantastic Four,Fantastic Four,55.59,5078,4.4,English,Action,,,,
1310,17 April 2019,The Curse of La Llorona,The Curse Of La Llorona,55.585,1865,5.7,English,Horror,,,,
1311,18 January 2018,Den of Thieves,Den Of Thieves,55.498,2269,6.7,English,Action,,,,
1312,02 April 2004,Home on the Range,Home On The Range,55.377,1627,6,English,Animation,,,,
1313,10 September 1994,Pulp Fiction,Pulp Fiction,55.352,22733,8.5,English,Thriller,,,,
1314,06 August 2010,The Other Guys,The Other Guys,55.328,3321,6.3,English,Comedy,,,,
1315,08 April 2011,Soul Surfer,Soul Surfer,55.316,1020,7.1,English,Family,,,,
1316,10 July 2015,BƒÅhubali: The Beginning,B‰ÅHubali: The Beginning,55.301,555,7.5,Telugu,Action,,,,
1317,13 July 2018,Pok√©mon the Movie: The Power of Us,Pok„©Mon The Movie: The Power Of Us,55.229,139,7,Japanese,Animation,,,,
1318,30 November 1993,Schindler's List,Schindler'S List,55.225,12474,8.6,English,Drama,,,,
1319,07 March 2014,Noah,Noah,55.213,5292,5.6,English,Drama,,,,
1320,13 April 2012,The Three Stooges,The Three Stooges,55.137,435,5.7,English,Comedy,,,,
1321,10 November 2004,The Polar Express,The Polar Express,55.134,5013,6.7,English,Animation, Comedy,,,
1322,18 July 2015,Pok√©mon the Movie: Hoopa and the Clash of Ages,Pok„©Mon The Movie: Hoopa And The Clash Of Ages,55.119,194,6.7,Japanese,Family, Fantasy,,,
1323,13 September 2019,Tall Girl,Tall Girl,55.065,1578,6.4,English,Comedy,,,,
1324,14 February 2010,Shutter Island,Shutter Island,55.023,19491,8.2,English,Drama,,,,
1325,11 November 2004,Seed of Chucky,Seed Of Chucky,54.999,1154,5.4,English,Horror,,,,
1326,07 October 2017,House of the Witch,House Of The Witch,54.976,113,4.8,English,Horror,,,,
1327,13 September 2019,Freaks,Freaks,54.974,822,6.8,English,Science Fiction,,,,
1328,03 November 2004,Mulan II,Mulan Ii,54.951,1929,6.5,English,Animation,,,,
1329,08 October 2021,Madres,Madres,54.915,50,6.2,English,Horror,,,,
1330,08 April 2021,Instructions for Su,Instructions For Su,54.907,76,7.9,Spanish,Comedy,,,,
1331,22 March 2010,Kick-Ass,Kick-Ass,54.899,9966,7.1,English,Action,,,,
1332,20 November 2007,Enchanted,Enchanted,54.877,4515,6.8,English,Comedy,,,,
1333,26 July 2012,The Watch,The Watch,54.873,1905,5.5,English,Comedy,,,,
1334,24 August 2001,Sex and Luc√≠a,Sex And Luc„≠A,54.84,386,6.6,Spanish,Drama,,,,
1335,31 January 2003,Final Destination 2,Final Destination 2,54.819,3104,6.2,English,Horror,,,,
1336,06 August 2010,Flipped,Flipped,54.818,2050,7.9,English,Romance,,,,
1337,05 August 2006,Naruto: Guardians of the Crescent Moon Kingdom,Naruto: Guardians Of The Crescent Moon Kingdom,54.766,235,7.1,Japanese,Adventure,,,,
1338,02 September 2011,Seeking Justice,Seeking Justice,54.742,808,5.9,English,Action,,,,
1339,23 April 2010,The Losers,The Losers,54.632,1399,6.3,English,Action, Thriller,,,
1340,23 April 2021,Together Together,Together Together,54.514,70,6.9,English,Comedy,,,,
1341,06 February 2009,He's Just Not That Into You,He'S Just Not That Into You,54.498,3030,6.5,English,Comedy,,,,
1342,04 August 2010,The Man from Nowhere,The Man From Nowhere,54.492,956,7.7,Korean,Action,,,,
1343,06 June 2007,Ocean's Thirteen,Ocean'S Thirteen,54.487,5196,6.7,English,Crime,,,,
1344,14 September 2007,Paranormal Activity,Paranormal Activity,54.486,4093,6,English,Horror,,,,
1345,24 April 2020,Extraction,Extraction,54.35,4369,7.4,English,Drama,,,,
1346,21 December 2009,Alvin and the Chipmunks: The Squeakquel,Alvin And The Chipmunks: The Squeakquel,54.314,2350,5.6,English,Comedy, Music,,,
1347,10 July 2021,The Match,The Match,54.297,21,6.1,English,Drama,,,,
1348,09 December 2021,The Hating Game,The Hating Game,54.241,298,7.6,English,Comedy,,,,
1349,25 August 2016,Mechanic: Resurrection,Mechanic: Resurrection,54.185,2696,5.9,English,Action,,,,
1350,18 March 2021,A Dog Named Palma,A Dog Named Palma,54.137,122,8.4,Russian,Family,,,,
1351,23 March 1990,Pretty Woman,Pretty Woman,54.134,6268,7.4,English,Romance,,,,
1352,25 May 2016,Warcraft,Warcraft,54.12,5675,6.3,English,Action,,,,
1353,08 August 2019,Dora and the Lost City of Gold,Dora And The Lost City Of Gold,54.107,1366,6.8,English,Adventure,,,,
1354,25 December 2007,Aliens vs Predator: Requiem,Aliens Vs Predator: Requiem,54.012,2144,5.1,English,Fantasy, Horror,,,
1355,30 August 2019,Tod@s Caen,Tod@S Caen,53.988,419,7.7,Spanish,Comedy,,,,
1356,10 October 2019,The Addams Family,The Addams Family,53.976,1734,6.7,English,Family,,,,
1357,10 June 2005,The Adventures of Sharkboy and Lavagirl,The Adventures Of Sharkboy And Lavagirl,53.952,1169,5.1,English,Adventure,,,,
1358,27 June 2018,Sicario: Day of the Soldado,Sicario: Day Of The Soldado,53.927,2678,6.9,English,Action,,,,
1359,07 February 2020,Wotakoi: Love is Hard for Otaku,Wotakoi: Love Is Hard For Otaku,53.814,37,7.1,Japanese,Comedy,,,,
1360,21 October 2015,The Last Witch Hunter,The Last Witch Hunter,53.805,3069,5.9,English,Fantasy,,,,
1361,10 April 2009,Hannah Montana: The Movie,Hannah Montana: The Movie,53.768,1712,6.6,English,Comedy, Romance,,,
1362,30 July 2011,Chunin Exam on Fire! and Naruto vs. Konohamaru!,Chunin Exam On Fire! And Naruto Vs. Konohamaru!,53.763,20,7.7,Japanese,Animation,,,,
1363,20 May 2009,Princess Protection Program,Princess Protection Program,53.754,1472,6.6,English,Family,,,,
1364,25 June 2004,Spider-Man 2,Spider-Man 2,53.75,12315,7.2,English,Action,,,,
1365,05 January 2022,How I Fell in Love with a Gangster,How I Fell In Love With A Gangster,53.747,113,6.8,Polish,Crime,,,,
1366,26 May 2010,Sex and the City 2,Sex And The City 2,53.747,1369,6.1,English,Comedy,,,,
1367,14 January 2016,The 5th Wave,The 5Th Wave,53.719,5037,5.9,English,Science Fiction,,,,
1368,12 December 2014,Seventh Son,Seventh Son,53.695,2139,5.5,English,Adventure,,,,
1369,25 October 2007,Saw IV,Saw Iv,53.656,2878,6.1,English,Horror,,,,
1370,28 January 2016,The Ten Commandments: The Movie,The Ten Commandments: The Movie,53.618,243,7.3,Portuguese,Drama,,,,
1371,27 October 2006,Saw III,Saw Iii,53.609,3450,6.4,English,Horror,,,,
1372,18 July 2013,R.I.P.D.,R.I.P.D.,53.6,3137,5.8,English,Fantasy,,,,
1373,18 March 2017,Kuroko's Basketball the Movie: Last Game,Kuroko'S Basketball The Movie: Last Game,53.593,75,7.8,Japanese,Animation,,,,
1374,28 August 2015,War Room,War Room,53.592,351,7.9,English,Drama,,,,
1375,06 January 2017,Kizumonogatari Part 3: Reiketsu,Kizumonogatari Part 3: Reiketsu,53.544,136,8.1,Japanese,Animation,,,,
1376,24 November 2021,The Hand of God,The Hand Of God,53.536,1029,7.7,Italian,Drama,,,,
1377,28 April 2009,Legally Blondes,Legally Blondes,53.5,212,5.6,English,Comedy,,,,
1378,26 November 2002,Treasure Planet,Treasure Planet,53.494,3264,7.5,English,Adventure, Science Fiction,,,
1379,13 June 2020,LEGO Monkie Kid: A Hero Is Born,Lego Monkie Kid: A Hero Is Born,53.465,5,5.4,English,Animation, Fantasy,,,
1380,07 June 2018,Hereditary,Hereditary,53.432,5610,7.2,English,Horror,,,,
1381,19 February 2021,Flora & Ulysses,Flora & Ulysses,53.402,179,6.6,English,Family,,,,
1382,07 May 2021,Here Today,Here Today,53.319,93,7.4,English,Comedy,,,,
1383,10 September 2020,The Babysitter: Killer Queen,The Babysitter: Killer Queen,53.304,1046,6.5,English,Comedy,,,,
1384,05 April 2013,Evil Dead,Evil Dead,53.261,3595,6.5,English,Horror,,,,
1385,01 September 2010,Machete,Machete,53.258,2659,6.3,English,Action,,,,
1386,08 September 2020,Sputnik,Sputnik,53.249,454,6.5,Russian,Science Fiction,,,,
1387,19 October 2018,Hunter Killer,Hunter Killer,53.246,1660,6.8,English,Action,,,,
1388,14 December 2016,Ballerina,Ballerina,53.187,1582,7.2,English,Animation,,,,
1389,13 June 2007,Fantastic Four: Rise of the Silver Surfer,Fantastic Four: Rise Of The Silver Surfer,53.179,6657,5.6,English,Adventure,,,,
1390,08 October 2020,Flashback,Flashback,53.157,182,6.5,English,Thriller,,,,
1391,21 July 2011,Friends with Benefits,Friends With Benefits,53.144,6705,6.7,English,Romance,,,,
1392,12 March 2021,War of Likes,War Of Likes,53.125,224,7.8,Spanish,Comedy,,,,
1393,01 June 2016,Teenage Mutant Ninja Turtles: Out of the Shadows,Teenage Mutant Ninja Turtles: Out Of The Shadows,53.121,2831,6,English,Action, Science Fiction,,,
1394,25 December 2015,The Revenant,The Revenant,53.111,15554,7.5,English,Western,,,,
1395,16 May 2014,The Fault in Our Stars,The Fault In Our Stars,53.11,9866,7.6,English,Romance,,,,
1396,25 January 2019,School-Live!,School-Live!,53.087,14,7.1,Japanese,Horror,,,,
1397,09 April 2004,Ella Enchanted,Ella Enchanted,52.965,1524,6.4,English,Family,,,,
1398,06 May 1988,Dead Heat,Dead Heat,52.956,126,6,English,Action,,,,
1399,12 November 2014,Dumb and Dumber To,Dumb And Dumber To,52.931,2625,5.5,English,Comedy,,,,
1400,13 February 2014,Tinker Bell and the Pirate Fairy,Tinker Bell And The Pirate Fairy,52.89,777,6.8,English,Animation,,,,
1401,09 August 2008,Tropic Thunder,Tropic Thunder,52.883,4778,6.6,English,Action,,,,
1402,01 June 2021,Super Monsters: Once Upon a Rhyme,Super Monsters: Once Upon A Rhyme,52.867,60,6.4,English,Animation,,,,
1403,12 June 2014,The Last Survivors,The Last Survivors,52.818,162,6.3,English,Horror,,,,
1404,08 June 1984,Ghostbusters,Ghostbusters,52.817,7194,7.5,English,Comedy,,,,
1405,12 September 2021,The Mad Women's Ball,The Mad Women'S Ball,52.807,174,7.2,French,Drama,,,,
1406,07 April 2016,The Jungle Book,The Jungle Book,52.796,7026,6.9,English,Family,,,,
1407,05 May 2019,Naruto to Boruto: The Live 2019,Naruto To Boruto: The Live 2019,52.778,20,6.6,Japanese,Documentary,,,,
1408,30 May 2012,Snow White and the Huntsman,Snow White And The Huntsman,52.777,6916,6,English,Adventure,,,,
1409,18 November 2021,The Princess Switch 3: Romancing the Star,The Princess Switch 3: Romancing The Star,52.763,279,7,English,Romance,,,,
1410,25 December 2014,The Interview,The Interview,52.761,4824,6.2,English,Action,,,,
1411,25 December 2008,Marley & Me,Marley & Me,52.759,3892,7.2,English,Comedy,,,,
1412,20 November 2009,The Blind Side,The Blind Side,52.743,4967,7.7,English,Drama,,,,
1413,14 November 2014,The Imitation Game,The Imitation Game,52.741,14390,8,English,History,,,,
1414,12 April 2018,Truth or Dare,Truth Or Dare,52.706,3424,6,English,Thriller,,,,
1415,11 May 2016,The Angry Birds Movie,The Angry Birds Movie,52.701,2948,6.2,English,Animation,,,,
1416,12 July 1991,Boyz n the Hood,Boyz N The Hood,52.687,1406,7.6,English,Drama,,,,
1417,11 February 2009,Friday the 13th,Friday The 13Th,52.65,1977,5.8,English,Horror,,,,
1418,16 August 1996,Bordello of Blood,Bordello Of Blood,52.626,270,5.9,English,Horror,,,,
1419,16 September 2005,Pride & Prejudice,Pride & Prejudice,52.622,6348,8.1,English,Drama,,,,
1420,15 March 2017,The Lost City of Z,The Lost City Of Z,52.565,2315,6.4,English,Adventure,,,,
1421,23 December 2009,3 Idiots,3 Idiots,52.46,1789,8,Hindi,Drama,,,,
1422,05 April 1984,The NeverEnding Story,The Neverending Story,52.458,3210,7.2,English,Drama,,,,
1423,22 October 1982,First Blood,First Blood,52.454,4836,7.4,English,Action,,,,
1424,26 October 1984,The Terminator,The Terminator,52.452,10257,7.6,English,Action,,,,
1425,07 February 2020,365 Days,365 Days,52.418,6540,7,Polish,Drama,,,,
1426,09 November 2019,The Jack in the Box,The Jack In The Box,52.371,134,5.6,English,Horror,,,,
1427,25 February 2015,Focus,Focus,52.358,6594,6.9,English,Romance,,,,
1428,30 April 2004,Mean Girls,Mean Girls,52.352,7066,7.2,English,Comedy,,,,
1429,25 February 2016,Gods of Egypt,Gods Of Egypt,52.345,3399,5.6,English,Action,,,,
1430,19 September 2019,Abominable,Abominable,52.312,1594,7.6,English,Family,,,,
1431,12 February 2021,To All the Boys: Always and Forever,To All The Boys: Always And Forever,52.263,1522,7.7,English,Romance,,,,
1432,27 May 2021,Endangered Species,Endangered Species,52.255,109,6.1,English,Thriller,,,,
1433,24 February 2017,Get Out,Get Out,52.229,13883,7.6,English,Mystery,,,,
1434,16 April 2012,Safe,Safe,52.198,1935,6.4,English,Action,,,,
1435,18 June 2009,Year One,Year One,52.174,1499,4.9,English,Comedy,,,,
1436,29 March 2017,Ghost in the Shell,Ghost In The Shell,52.091,6942,6,English,Science Fiction,,,,
1437,02 September 2013,Riddick,Riddick,52.089,3378,6.3,English,Science Fiction,,,,
1438,19 September 2015,The Anthem of the Heart,The Anthem Of The Heart,52.066,284,7.6,Japanese,Animation,,,,
1439,14 September 2010,Barbie: A Fashion Fairytale,Barbie: A Fashion Fairytale,52.037,578,7.2,English,Family,,,,
1440,07 August 2002,Spy Kids 2: The Island of Lost Dreams,Spy Kids 2: The Island Of Lost Dreams,52.008,1740,5.6,English,Action,,,,
1441,09 July 2015,Containment,Containment,51.99,148,5.9,English,Thriller,,,,
1442,18 March 2021,Secret Magic Control Agency,Secret Magic Control Agency,51.959,224,7.2,Russian,Animation,,,,
1443,18 September 1998,Rush Hour,Rush Hour,51.951,3590,7,English,Action,,,,
1444,26 September 2014,Outcast,Outcast,51.919,370,5,English,Action,,,,
1445,27 September 2019,The Legend of the Galactic Heroes: Die Neue These Seiran 1,The Legend Of The Galactic Heroes: Die Neue These Seiran 1,51.869,13,8,Japanese,Animation,,,,
1446,17 April 2009,State of Play,State Of Play,51.845,1505,6.8,English,Thriller,,,,
1447,01 October 2021,Puff: Wonders of the Reef,Puff: Wonders Of The Reef,51.844,52,7.8,English,Documentary,,,,
1448,15 January 2015,Tracers,Tracers,51.778,963,6,English,Action,,,,
1449,15 March 2015,The Corpse of Anna Fritz,The Corpse Of Anna Fritz,51.76,444,7,Spanish,Drama,,,,
1450,28 October 2005,Saw II,Saw Ii,51.743,4109,6.6,English,Horror,,,,
1451,03 July 2013,The Lone Ranger,The Lone Ranger,51.712,5029,6.1,English,Action,,,,
1452,08 October 2021,Muppets Haunted Mansion,Muppets Haunted Mansion,51.651,119,6.7,English,Comedy,,,,
1453,08 August 2003,Jeepers Creepers 2,Jeepers Creepers 2,51.6,1184,6.1,English,Horror,,,,
1454,21 August 1998,Blade,Blade,51.569,4692,6.7,English,Horror,,,,
1455,07 August 2013,Elysium,Elysium,51.533,7365,6.5,English,Science Fiction,,,,
1456,15 April 2021,Ride or Die,Ride Or Die,51.532,99,6.5,Japanese,Drama,,,,
1457,15 September 2011,Johnny English Reborn,Johnny English Reborn,51.514,2650,6.2,English,Crime, Thriller,,,
1458,14 March 2006,Barbie Fairytopia: Mermaidia,Barbie Fairytopia: Mermaidia,51.482,543,6.8,English,Animation,,,,
1459,04 June 2015,Insidious: Chapter 3,Insidious: Chapter 3,51.479,2704,6.3,English,Horror,,,,
1460,21 February 2013,3096 Days,3096 Days,51.377,654,7.5,German,Drama,,,,
1461,29 July 1989,Kiki's Delivery Service,Kiki'S Delivery Service,51.313,2931,7.8,Japanese,Animation,,,,
1462,31 August 2006,Little Man,Little Man,51.301,1299,5.9,English,Comedy,,,,
1463,24 May 1988,Rambo III,Rambo Iii,51.288,2392,6.1,English,Action,,,,
1464,07 May 2015,Pitch Perfect 2,Pitch Perfect 2,51.28,4734,6.9,English,Comedy,,,,
1465,10 October 2014,Whiplash,Whiplash,51.21,11923,8.4,English,Drama,,,,
1466,10 October 2006,Pan's Labyrinth,Pan'S Labyrinth,51.209,8780,7.7,Spanish,Fantasy,,,,
1467,15 July 2017,No Game No Life: Zero,No Game No Life: Zero,51.181,275,7.9,Japanese,Animation,,,,
1468,28 February 2012,Justice League: Doom,Justice League: Doom,51.175,653,7.5,English,Action,,,,
1469,29 July 2011,The Smurfs,The Smurfs,51.168,3102,5.8,English,Animation, Fantasy,,,
1470,04 April 2019,Missing Link,Missing Link,51.162,658,7,English,Family, Fantasy,,,
1471,02 August 1996,Matilda,Matilda,51.131,3452,7.1,English,Comedy,,,,
1472,17 October 1997,The Devil's Advocate,The Devil'S Advocate,51.12,4576,7.4,English,Drama,,,,
1473,20 August 2014,Sin City: A Dame to Kill For,Sin City: A Dame To Kill For,51.117,3145,6.4,English,Crime,,,,
1474,14 July 2021,The Medium,The Medium,51.095,254,7.1,Thai,Horror,,,,
1475,01 July 2001,Jeepers Creepers,Jeepers Creepers,51.089,2211,6.4,English,Horror,,,,
1476,12 January 2012,Contraband,Contraband,51.037,1702,6.3,English,Thriller,,,,
1477,02 December 2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles Of Narnia: The Voyage Of The Dawn Treader,51.025,4636,6.4,English,Adventure,,,,
1478,05 October 2019,Black Fox,Black Fox,51,20,7,Japanese,Animation,,,,
1479,30 September 2001,Barbie in the Nutcracker,Barbie In The Nutcracker,50.982,849,6.8,English,Animation,,,,
1480,12 November 2021,Belfast,Belfast,50.971,414,7.2,English,Drama,,,,
1481,29 July 2021,Stillwater,Stillwater,50.96,556,6.8,English,Drama,,,,
1482,03 August 2001,Rush Hour 2,Rush Hour 2,50.914,3097,6.7,English,Action,,,,
1483,15 July 2021,The Night House,The Night House,50.912,531,6.7,English,Horror,,,,
1484,26 August 2017,Fate/kaleid liner Prisma‚òÜIllya: Vow in the Snow,Fate/Kaleid Liner Prisma‚òÜIllya: Vow In The Snow,50.903,17,6.8,Japanese,Action,,,,
1485,13 January 2022,Gold,Gold,50.854,114,6.5,English,Thriller,,,,
1486,24 July 2019,Once Upon a Time‚Ä¶ in Hollywood,Once Upon A Time‚Ä¶ In Hollywood,50.814,10138,7.4,English,Comedy,,,,
1487,24 December 2008,Bedtime Stories,Bedtime Stories,50.812,2347,6.1,English,Fantasy,,,,
1488,06 March 2006,The Wild,The Wild,50.798,824,5.5,English,Family,,,,
1489,11 December 2018,Once Upon a Deadpool,Once Upon A Deadpool,50.783,555,7.1,English,Comedy,,,,
1490,16 September 2010,Easy A,Easy A,50.759,5855,6.8,English,Comedy,,,,
1491,14 September 1977,Spider-Man,Spider-Man,50.753,77,5.5,English,Science Fiction,,,,
1492,16 July 2021,Deep,Deep,50.744,68,6.4,Thai,Science Fiction,,,,
1493,01 April 2016,God's Not Dead 2,God'S Not Dead 2,50.742,318,6.1,English,Drama,,,,
1494,20 July 2017,Valerian and the City of a Thousand Planets,Valerian And The City Of A Thousand Planets,50.723,6279,6.6,English,Adventure,,,,
1495,14 May 2021,I Am All Girls,I Am All Girls,50.709,188,6.7,English,Crime,,,,
1496,15 July 1995,Whisper of the Heart,Whisper Of The Heart,50.704,1394,7.9,Japanese,Animation,,,,
1497,23 January 2013,Parker,Parker,50.696,2543,6,English,Action,,,,
1498,24 February 2022,Gangubai Kathiawadi,Gangubai Kathiawadi,50.682,17,8.2,Hindi,Crime,,,,
1499,08 August 2007,Rush Hour 3,Rush Hour 3,50.569,2413,6.4,English,Action,,,,
1500,03 March 2021,Moxie,Moxie,50.487,610,7.4,English,Comedy,,,,
1501,16 October 2006,Transformers: Beginnings,Transformers: Beginnings,50.484,204,6.9,English,Animation,,,,
1502,24 September 2021,The Guilty,The Guilty,50.423,1533,6.4,English,Drama,,,,
1503,25 December 2002,Catch Me If You Can,Catch Me If You Can,50.341,12227,8,English,Drama,,,,
1504,17 July 2002,Undisputed,Undisputed,50.314,526,6.5,English,Action,,,,
1505,03 September 2013,Empire State,Empire State,50.286,545,5.3,English,Action,,,,
1506,08 June 2007,Hostel: Part II,Hostel: Part Ii,50.259,1540,5.8,English,Horror,,,,
1507,15 October 2014,10.0 Earthquake,10.0 Earthquake,50.233,87,4.9,English,Drama,,,,
1508,25 January 2002,A Walk to Remember,A Walk To Remember,50.217,3453,7.7,English,Drama,,,,
1509,11 July 2008,Hellboy II: The Golden Army,Hellboy Ii: The Golden Army,50.211,4207,6.7,English,Action,,,,
1510,30 July 2009,Funny People,Funny People,50.176,1014,5.8,English,Comedy,,,,
1511,17 December 2011,Dragon Ball: Episode of Bardock,Dragon Ball: Episode Of Bardock,50.149,303,6.8,Japanese,Action,,,,
1512,16 July 1988,Akira,Akira,50.144,3022,8,Japanese,Animation,,,,
1513,16 June 2022,Minions: The Rise of Gru,Minions: The Rise Of Gru,50.118,0,0,English,Family, Comedy,,,
1514,24 July 2009,The Ugly Truth,The Ugly Truth,50.063,2938,6.5,English,Comedy,,,,
1515,21 November 2003,The Cat in the Hat,The Cat In The Hat,50.026,1288,5.3,English,Comedy,,,,
1516,17 December 2007,Virgin Territory,Virgin Territory,49.99,234,4.5,English,Adventure,,,,
1517,17 July 2009,(500) Days of Summer,(500) Days Of Summer,49.96,8198,7.3,English,Comedy,,,,
